
1;199,9
1;199,8
1;199,7
0,999999;199,6
0,999999;199,5
0,999999;199,4
0,999999;199,3
0,999998;199,2
0,999998;199,1
0,999998;199
0,999997;198,9
0,999997;198,8
0,999997;198,7
0,999997;198,6
0,999996;198,5
0,999996;198,4
0,999996;198,3
0,999996;198,2
0,999995;198,1
0,999995;198
0,999995;197,9
0,999995;197,8
0,999994;197,7
0,999994;197,6
0,999994;197,5
0,999994;197,4
0,999993;197,3
0,999993;197,2
0,999993;197,1
0,999993;197
0,999992;196,9
0,999992;196,8
0,999992;196,7
0,999992;196,6
0,999991;196,5
0,999991;196,4
0,999991;196,3
0,999991;196,2
0,99999;196,1
0,99999;196
0,99999;195,9
0,99999;195,8
0,999989;195,7
0,999989;195,6
0,999989;195,5
0,999988;195,4
0,999988;195,3
0,999988;195,2
0,999988;195,1
0,999987;195
0,999987;194,9
0,999987;194,8
0,999987;194,7
0,999986;194,6
0,999986;194,5
0,999986;194,4
0,999986;194,3
0,999985;194,2
0,999985;194,1
0,999985;194
0,999985;193,9
0,999984;193,8
0,999984;193,7
0,999984;193,6
0,999983;193,5
0,999983;193,4
0,999983;193,3
0,999983;193,2
0,999982;193,1
0,999982;193
0,999982;192,9
0,999982;192,8
0,999981;192,7
0,999981;192,6
0,999981;192,5
0,999981;192,4
0,99998;192,3
0,99998;192,2
0,99998;192,1
0,999979;192
0,999979;191,9
0,999979;191,8
0,999979;191,7
0,999978;191,6
0,999978;191,5
0,999978;191,4
0,999978;191,3
0,999977;191,2
0,999977;191,1
0,999977;191
0,999976;190,9
0,999976;190,8
0,999976;190,7
0,999976;190,6
0,999975;190,5
0,999975;190,4
0,999975;190,3
0,999975;190,2
0,999974;190,1
0,999974;190
0,999974;189,9
0,999973;189,8
0,999973;189,7
0,999973;189,6
0,999973;189,5
0,999972;189,4
0,999972;189,3
0,999972;189,2
0,999971;189,1
0,999971;189
0,999971;188,9
0,999971;188,8
0,99997;188,7
0,99997;188,6
0,99997;188,5
0,999969;188,4
0,999969;188,3
0,999969;188,2
0,999969;188,1
0,999968;188
0,999968;187,9
0,999968;187,8
0,999967;187,7
0,999967;187,6
0,999967;187,5
0,999967;187,4
0,999966;187,3
0,999966;187,2
0,999966;187,1
0,999966;187
0,999965;186,9
0,999965;186,8
0,999965;186,7
0,999964;186,6
0,999964;186,5
0,999964;186,4
0,999963;186,3
0,999963;186,2
0,999963;186,1
0,999963;186
0,999962;185,9
0,999962;185,8
0,999962;185,7
0,999961;185,6
0,999961;185,5
0,999961;185,4
0,999961;185,3
0,99996;185,2
0,99996;185,1
0,99996;185
0,999959;184,9
0,999959;184,8
0,999959;184,7
0,999959;184,6
0,999958;184,5
0,999958;184,4
0,999958;184,3
0,999957;184,2
0,999957;184,1
0,999957;184
0,999956;183,9
0,999956;183,8
0,999956;183,7
0,999956;183,6
0,999955;183,5
0,999955;183,4
0,999955;183,3
0,999954;183,2
0,999954;183,1
0,999954;183
0,999954;182,9
0,999953;182,8
0,999953;182,7
0,999953;182,6
0,999952;182,5
0,999952;182,4
0,999952;182,3
0,999951;182,2
0,999951;182,1
0,999951;182
0,999951;181,9
0,99995;181,8
0,99995;181,7
0,99995;181,6
0,999949;181,5
0,999949;181,4
0,999949;181,3
0,999948;181,2
0,999948;181,1
0,999948;181
0,999947;180,9
0,999947;180,8
0,999947;180,7
0,999947;180,6
0,999946;180,5
0,999946;180,4
0,999946;180,3
0,999945;180,2
0,999945;180,1
0,999945;180
0,999944;179,9
0,999944;179,8
0,999944;179,7
0,999943;179,6
0,999943;179,5
0,999943;179,4
0,999943;179,3
0,999942;179,2
0,999942;179,1
0,999942;179
0,999941;178,9
0,999941;178,8
0,999941;178,7
0,99994;178,6
0,99994;178,5
0,99994;178,4
0,999939;178,3
0,999939;178,2
0,999939;178,1
0,999938;178
0,999938;177,9
0,999938;177,8
0,999938;177,7
0,999937;177,6
0,999937;177,5
0,999937;177,4
0,999936;177,3
0,999936;177,2
0,999936;177,1
0,999935;177
0,999935;176,9
0,999935;176,8
0,999934;176,7
0,999934;176,6
0,999934;176,5
0,999933;176,4
0,999933;176,3
0,999933;176,2
0,999932;176,1
0,999932;176
0,999932;175,9
0,999931;175,8
0,999931;175,7
0,999931;175,6
0,999931;175,5
0,99993;175,4
0,99993;175,3
0,999929;175,2
0,999929;175,1
0,999929;175
0,999929;174,9
0,999928;174,8
0,999928;174,7
0,999928;174,6
0,999927;174,5
0,999927;174,4
0,999927;174,3
0,999926;174,2
0,999926;174,1
0,999926;174
0,999925;173,9
0,999925;173,8
0,999925;173,7
0,999924;173,6
0,999924;173,5
0,999924;173,4
0,999923;173,3
0,999923;173,2
0,999923;173,1
0,999922;173
0,999922;172,9
0,999922;172,8
0,999921;172,7
0,999921;172,6
0,999921;172,5
0,99992;172,4
0,99992;172,3
0,99992;172,2
0,999919;172,1
0,999919;172
0,999919;171,9
0,999918;171,8
0,999918;171,7
0,999918;171,6
0,999917;171,5
0,999917;171,4
0,999916;171,3
0,999916;171,2
0,999916;171,1
0,999916;171
0,999915;170,9
0,999915;170,8
0,999914;170,7
0,999914;170,6
0,999914;170,5
0,999913;170,4
0,999913;170,3
0,999913;170,2
0,999912;170,1
0,999912;170
0,999912;169,9
0,999911;169,8
0,999911;169,7
0,999911;169,6
0,99991;169,5
0,99991;169,4
0,99991;169,3
0,999909;169,2
0,999909;169,1
0,999909;169
0,999908;168,9
0,999908;168,8
0,999908;168,7
0,999907;168,6
0,999907;168,5
0,999906;168,4
0,999906;168,3
0,999906;168,2
0,999905;168,1
0,999905;168
0,999905;167,9
0,999904;167,8
0,999904;167,7
0,999904;167,6
0,999903;167,5
